x,y
0.11505456638977896,1.227711725752593
0.6090665392794814,2.1219861735551087
0.13339096418598828,1.2575253094753174
0.24058961996534878,1.4588060318173781
0.3271390558111398,1.7375673278322128
0.8591374909485977,2.8156869397362363
0.6660902130980257,2.3484622419658616
0.5411622122834038,2.070875222556374
0.0290138244243604,1.1766744921103853
0.7337482962802829,2.4854757576468836
0.39495001843100586,1.9415441986253603
0.8020471186286665,2.440691035294521
0.2544211258598793,1.6870393418193352
0.056884936651151796,1.0519971032135849
0.8666486408992002,2.624657352512525
0.2210289958843713,1.4375826589682714
0.40498944804725967,1.6936086541196937
0.3160964710182087,1.6890868915368393
0.07666269999644726,1.107061014438852
0.8432246942297046,2.715184898942662
0.8489391477448615,2.6001444244058938
0.971465091435388,2.9206865570271825
0.3853769143951381,1.7804470055782957
0.9544881251086652,2.8901378153292825
0.44575836083971887,2.050676937516732
0.6697246517218077,2.398030386171093
0.08250004969715541,1.185367638595815
0.8970985799815343,2.608545089923211
0.2980035006887627,1.6338259469945717
0.26230482259638144,1.6482236767099299
0.005129549064456951,0.9412619177754109
0.543202515280406,2.066569561339637
0.47559636700725316,1.6486187467222464
0.6363736775715226,2.1481847328018717
0.9782041340820061,2.7480043210126803
0.9086627578310877,2.827737680291438
0.9101530757801566,2.80528280215318
0.5252556711071454,2.0399296919032195
0.1040189498547629,1.1643424858119393
0.180914595257901,1.4637428221423252
0.9530402209867416,2.7828001193403855
0.41195298338635866,1.8164935129427728
0.8650171206071817,2.7896731594895177
0.6721772794761761,2.326415302739225
0.6287857958821612,2.248492084986887
0.2755587766489521,1.4686095904063399
0.8967472697408626,2.7599975933721566
0.20689137134336522,1.4856178234376836
0.4044052430754076,1.6068642676829492
0.9935724923941035,2.971342079885093
0.7357270815071207,2.4130326502070223
0.4450614124896827,1.8830921752079188
0.560663169443735,2.2986444618900777
0.41125548908663523,1.7778480489145316
0.7269879919679885,2.6029134417968933
0.39919688590407476,1.9084246439454227
0.6701451647023818,2.3432799612001776
0.7047156078805414,2.4181417968527454
0.6095598712590458,2.237243236737253
0.540034464181656,1.9975517486445895
0.20608185091330178,1.4748475785168078
0.1991614766227019,1.3370531685355647
0.7957388648160442,2.595051963183795
0.2903327777707566,1.3610692943922
0.6559628278238538,2.225597386714869
0.29961677580702484,1.6527434879179914
0.14447837842282873,1.1766104273245266
0.4039566669804695,1.8413098432330743
0.31026952684458975,1.5698160081677779
0.24339801628096225,1.5858110496747373
0.5881040426583761,2.3020024822039686
0.2453432529633598,1.5084489977981765
0.7477706117928631,2.4940544819400037
0.7201466478542229,2.444336907141156
0.6952608669550929,2.388377256945791
0.10274277857321168,1.324651215446065
0.9436424281842911,3.1377713248988273
0.5033396328927818,1.8733331531080686
0.8996736193674127,2.6965199733660814
0.1985798844363139,1.5334767352812904
0.5944491868184307,2.0746709142875868
0.9654085816772633,2.7936146168632776
0.998698245896687,3.2089336353450237
0.024168624980544617,1.0209097614105833
0.4813033334553166,1.9375921245765106
0.29142268967360796,1.5319623393539936
0.06372056831731454,1.1855752095754708
0.5696243989430589,2.0259387898250125
0.005083284699214041,1.1876054918571597
0.6112775896700217,2.2978598117403073
0.8701814770345895,2.735182930892389
0.8836014649738893,2.71203237000167
0.9543194831960383,2.919464660398044
0.7398638198034742,2.584124604749388
0.18471295754908879,1.6311701779617984
0.43467832108680526,2.02023347960951
0.8858994955478734,2.8730892398030137
0.2550462803347965,1.5143971347243321
0.44331269472898405,2.0098758505218304
0.6169369758208951,2.1992328675479706
